tema,subtema,nombre_indicador,entidad,anio,categoria,valor,unidad
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Estados Unidos Mexicanos,2006.0,,67.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Estados Unidos Mexicanos,2011.0,,62.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Estados Unidos Mexicanos,2016.0,,66.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Estados Unidos Mexicanos,2021.0,,70.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Aguascalientes,2006.0,,70.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Aguascalientes,2011.0,,63.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Aguascalientes,2016.0,,73.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Aguascalientes,2021.0,,72.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Baja California,2006.0,,61.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Baja California,2011.0,,66.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Baja California,2016.0,,66.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Baja California,2021.0,,69.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Baja California Sur,2006.0,,59.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Baja California Sur,2011.0,,55.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Baja California Sur,2016.0,,55.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Baja California Sur,2021.0,,63.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Campeche,2006.0,,59.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Campeche,2011.0,,59.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Campeche,2016.0,,53.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Campeche,2021.0,,67.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Coahuila de Zaragoza,2006.0,,59.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Coahuila de Zaragoza,2011.0,,58.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Coahuila de Zaragoza,2016.0,,66.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Coahuila de Zaragoza,2021.0,,72.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Colima,2006.0,,74.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Colima,2011.0,,64.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Colima,2016.0,,62.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Colima,2021.0,,73.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Chiapas,2006.0,,48.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Chiapas,2011.0,,43.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Chiapas,2016.0,,52.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Chiapas,2021.0,,48.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Chihuahua,2006.0,,68.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Chihuahua,2011.0,,68.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Chihuahua,2016.0,,68.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Chihuahua,2021.0,,71.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Ciudad de México,2006.0,,76.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Ciudad de México,2011.0,,72.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Ciudad de México,2016.0,,79.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Ciudad de México,2021.0,,76.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Durango,2006.0,,70.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Durango,2011.0,,55.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Durango,2016.0,,66.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Durango,2021.0,,69.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Guanajuato,2006.0,,58.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Guanajuato,2011.0,,56.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Guanajuato,2016.0,,63.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Guanajuato,2021.0,,68.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Guerrero,2006.0,,61.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Guerrero,2011.0,,54.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Guerrero,2016.0,,57.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Guerrero,2021.0,,68.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Hidalgo,2006.0,,58.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Hidalgo,2011.0,,54.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Hidalgo,2016.0,,63.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Hidalgo,2021.0,,70.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Jalisco,2006.0,,78.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Jalisco,2011.0,,64.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Jalisco,2016.0,,74.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Jalisco,2021.0,,71.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,México,2006.0,,78.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,México,2011.0,,73.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,México,2016.0,,75.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,México,2021.0,,78.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Michoacán de Ocampo,2006.0,,63.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Michoacán de Ocampo,2011.0,,59.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Michoacán de Ocampo,2016.0,,65.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Michoacán de Ocampo,2021.0,,64.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Morelos,2006.0,,69.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Morelos,2011.0,,63.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Morelos,2016.0,,64.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Morelos,2021.0,,69.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Nayarit,2006.0,,63.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Nayarit,2011.0,,67.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Nayarit,2016.0,,58.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Nayarit,2021.0,,68.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Nuevo León,2006.0,,63.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Nuevo León,2011.0,,62.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Nuevo León,2016.0,,59.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Nuevo León,2021.0,,68.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Oaxaca,2006.0,,61.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Oaxaca,2011.0,,55.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Oaxaca,2016.0,,63.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Oaxaca,2021.0,,67.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Puebla,2006.0,,69.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Puebla,2011.0,,62.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Puebla,2016.0,,64.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Puebla,2021.0,,70.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Querétaro,2006.0,,66.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Querétaro,2011.0,,60.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Querétaro,2016.0,,71.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Querétaro,2021.0,,75.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Quintana Roo,2006.0,,66.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Quintana Roo,2011.0,,63.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Quintana Roo,2016.0,,64.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Quintana Roo,2021.0,,70.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,San Luis Potosí,2006.0,,60.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,San Luis Potosí,2011.0,,59.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,San Luis Potosí,2016.0,,56.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,San Luis Potosí,2021.0,,68.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Sinaloa,2006.0,,61.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Sinaloa,2011.0,,56.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Sinaloa,2016.0,,59.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Sinaloa,2021.0,,66.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Sonora,2006.0,,68.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Sonora,2011.0,,68.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Sonora,2016.0,,61.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Sonora,2021.0,,71.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Tabasco,2006.0,,66.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Tabasco,2011.0,,55.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Tabasco,2016.0,,55.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Tabasco,2021.0,,68.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Tamaulipas,2006.0,,62.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Tamaulipas,2011.0,,57.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Tamaulipas,2016.0,,57.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Tamaulipas,2021.0,,61.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Tlaxcala,2006.0,,59.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Tlaxcala,2011.0,,61.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Tlaxcala,2016.0,,61.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Tlaxcala,2021.0,,68.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Veracruz de Ignacio de la Llave,2006.0,,61.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Veracruz de Ignacio de la Llave,2011.0,,62.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Veracruz de Ignacio de la Llave,2016.0,,61.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Veracruz de Ignacio de la Llave,2021.0,,68.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Yucatán,2006.0,,60.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Yucatán,2011.0,,61.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Yucatán,2016.0,,66.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Yucatán,2021.0,,71.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Zacatecas,2006.0,,57.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Zacatecas,2011.0,,57.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Zacatecas,2016.0,,59.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia total contra las mujeres de 15 años y más a lo largo de su vida,Zacatecas,2021.0,,59.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Estados Unidos Mexicanos,2016.0,categoria_1,66.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Estados Unidos Mexicanos,2016.0,categoria_2,49.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Estados Unidos Mexicanos,2016.0,categoria_3,34.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Estados Unidos Mexicanos,2016.0,categoria_4,41.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Estados Unidos Mexicanos,2016.0,categoria_5,29.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Estados Unidos Mexicanos,2021.0,categoria_1,70.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Estados Unidos Mexicanos,2021.0,categoria_2,51.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Estados Unidos Mexicanos,2021.0,categoria_3,34.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Estados Unidos Mexicanos,2021.0,categoria_4,49.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Estados Unidos Mexicanos,2021.0,categoria_5,27.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Aguascalientes,2016.0,categoria_1,73.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Aguascalientes,2016.0,categoria_2,56.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Aguascalientes,2016.0,categoria_3,36.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Aguascalientes,2016.0,categoria_4,49.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Aguascalientes,2016.0,categoria_5,34.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Aguascalientes,2021.0,categoria_1,72.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Aguascalientes,2021.0,categoria_2,55.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Aguascalientes,2021.0,categoria_3,35.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Aguascalientes,2021.0,categoria_4,52.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Aguascalientes,2021.0,categoria_5,31.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Baja California,2016.0,categoria_1,66.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Baja California,2016.0,categoria_2,42.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Baja California,2016.0,categoria_3,30.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Baja California,2016.0,categoria_4,40.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Baja California,2016.0,categoria_5,30.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Baja California,2021.0,categoria_1,69.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Baja California,2021.0,categoria_2,44.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Baja California,2021.0,categoria_3,29.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Baja California,2021.0,categoria_4,49.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Baja California,2021.0,categoria_5,29.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Baja California Sur,2016.0,categoria_1,55.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Baja California Sur,2016.0,categoria_2,41.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Baja California Sur,2016.0,categoria_3,24.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Baja California Sur,2016.0,categoria_4,30.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Baja California Sur,2016.0,categoria_5,23.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Baja California Sur,2021.0,categoria_1,63.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Baja California Sur,2021.0,categoria_2,44.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Baja California Sur,2021.0,categoria_3,27.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Baja California Sur,2021.0,categoria_4,46.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Baja California Sur,2021.0,categoria_5,22.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Campeche,2016.0,categoria_1,53.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Campeche,2016.0,categoria_2,36.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Campeche,2016.0,categoria_3,25.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Campeche,2016.0,categoria_4,30.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Campeche,2016.0,categoria_5,21.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Campeche,2021.0,categoria_1,67.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Campeche,2021.0,categoria_2,49.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Campeche,2021.0,categoria_3,32.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Campeche,2021.0,categoria_4,45.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Campeche,2021.0,categoria_5,24.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Coahuila de Zaragoza,2016.0,categoria_1,66.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por tipo de violencia,Coahuila de Zaragoza,2016.0,categoria_2,49.1,porcentaje
