tema,subtema,nombre_indicador,entidad,anio,categoria,valor,unidad
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Jalisco,2016.0,,33.4,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Jalisco,2021.0,,30.4,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",México,2016.0,,37.1,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",México,2021.0,,31.5,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Michoacán de Ocampo,2016.0,,24.7,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Michoacán de Ocampo,2021.0,,25.6,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Morelos,2016.0,,27.9,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Morelos,2021.0,,27.8,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Nayarit,2016.0,,22.3,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Nayarit,2021.0,,25.5,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Nuevo León,2016.0,,26.3,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Nuevo León,2021.0,,27.9,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Oaxaca,2016.0,,21.0,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Oaxaca,2021.0,,22.6,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Puebla,2016.0,,27.1,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Puebla,2021.0,,25.0,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Querétaro,2016.0,,32.4,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Querétaro,2021.0,,33.7,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Quintana Roo,2016.0,,30.4,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Quintana Roo,2021.0,,30.6,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",San Luis Potosí,2016.0,,24.0,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",San Luis Potosí,2021.0,,25.3,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Sinaloa,2016.0,,21.6,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Sinaloa,2021.0,,21.7,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Sonora,2016.0,,22.8,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Sonora,2021.0,,26.2,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Tabasco,2016.0,,22.7,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Tabasco,2021.0,,25.7,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Tamaulipas,2016.0,,24.9,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Tamaulipas,2021.0,,21.5,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Tlaxcala,2016.0,,24.3,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Tlaxcala,2021.0,,27.1,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Veracruz de Ignacio de la Llave,2016.0,,24.9,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Veracruz de Ignacio de la Llave,2021.0,,25.7,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Yucatán,2016.0,,27.5,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Yucatán,2021.0,,28.4,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Zacatecas,2016.0,,21.5,porcentaje
Situación de la violencia,Situación general,"Prevalencia de violencia física y/o sexual contra las mujeres de 15 años y más, infligida por parte de cualquier persona agresora en los últimos 12 meses",Zacatecas,2021.0,,23.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Estados Unidos Mexicanos,2006.0,,53.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Estados Unidos Mexicanos,2011.0,,45.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Estados Unidos Mexicanos,2016.0,,53.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Estados Unidos Mexicanos,2021.0,,60.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Aguascalientes,2006.0,,57.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Aguascalientes,2011.0,,45.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Aguascalientes,2016.0,,60.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Aguascalientes,2021.0,,63.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Baja California,2006.0,,52.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Baja California,2011.0,,55.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Baja California,2016.0,,56.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Baja California,2021.0,,63.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Baja California Sur,2006.0,,46.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Baja California Sur,2011.0,,39.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Baja California Sur,2016.0,,42.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Baja California Sur,2021.0,,55.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Campeche,2006.0,,45.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Campeche,2011.0,,38.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Campeche,2016.0,,40.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Campeche,2021.0,,54.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Coahuila de Zaragoza,2006.0,,48.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Coahuila de Zaragoza,2011.0,,43.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Coahuila de Zaragoza,2016.0,,55.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Coahuila de Zaragoza,2021.0,,62.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Colima,2006.0,,58.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Colima,2011.0,,44.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Colima,2016.0,,47.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Colima,2021.0,,63.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Chiapas,2006.0,,31.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Chiapas,2011.0,,28.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Chiapas,2016.0,,37.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Chiapas,2021.0,,36.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Chihuahua,2006.0,,53.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Chihuahua,2011.0,,54.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Chihuahua,2016.0,,56.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Chihuahua,2021.0,,63.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Ciudad de México,2006.0,,68.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Ciudad de México,2011.0,,57.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Ciudad de México,2016.0,,70.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Ciudad de México,2021.0,,70.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Durango,2006.0,,54.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Durango,2011.0,,38.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Durango,2016.0,,52.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Durango,2021.0,,58.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Guanajuato,2006.0,,48.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Guanajuato,2011.0,,40.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Guanajuato,2016.0,,51.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Guanajuato,2021.0,,57.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Guerrero,2006.0,,44.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Guerrero,2011.0,,33.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Guerrero,2016.0,,39.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Guerrero,2021.0,,52.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Hidalgo,2006.0,,41.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Hidalgo,2011.0,,35.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Hidalgo,2016.0,,47.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Hidalgo,2021.0,,58.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Jalisco,2006.0,,64.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Jalisco,2011.0,,47.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Jalisco,2016.0,,62.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Jalisco,2021.0,,63.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,México,2006.0,,64.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,México,2011.0,,55.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,México,2016.0,,62.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,México,2021.0,,71.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Michoacán de Ocampo,2006.0,,49.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Michoacán de Ocampo,2011.0,,40.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Michoacán de Ocampo,2016.0,,48.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Michoacán de Ocampo,2021.0,,51.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Morelos,2006.0,,54.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Morelos,2011.0,,43.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Morelos,2016.0,,51.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Morelos,2021.0,,58.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Nayarit,2006.0,,49.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Nayarit,2011.0,,42.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Nayarit,2016.0,,42.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Nayarit,2021.0,,56.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Nuevo León,2006.0,,52.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Nuevo León,2011.0,,46.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Nuevo León,2016.0,,48.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Nuevo León,2021.0,,61.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Oaxaca,2006.0,,45.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Oaxaca,2011.0,,35.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Oaxaca,2016.0,,45.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Oaxaca,2021.0,,53.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Puebla,2006.0,,54.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Puebla,2011.0,,42.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Puebla,2016.0,,50.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Puebla,2021.0,,59.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Querétaro,2006.0,,54.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Querétaro,2011.0,,45.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Querétaro,2016.0,,61.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Querétaro,2021.0,,66.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Quintana Roo,2006.0,,53.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Quintana Roo,2011.0,,46.4,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Quintana Roo,2016.0,,52.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Quintana Roo,2021.0,,60.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,San Luis Potosí,2006.0,,45.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,San Luis Potosí,2011.0,,40.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,San Luis Potosí,2016.0,,43.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,San Luis Potosí,2021.0,,56.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Sinaloa,2006.0,,48.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Sinaloa,2011.0,,38.5,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Sinaloa,2016.0,,46.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Sinaloa,2021.0,,54.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Sonora,2006.0,,57.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Sonora,2011.0,,49.8,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Sonora,2016.0,,50.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Sonora,2021.0,,63.1,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Tabasco,2006.0,,48.7,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Tabasco,2011.0,,38.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Tabasco,2016.0,,40.0,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Tabasco,2021.0,,56.3,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Tamaulipas,2006.0,,51.2,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Tamaulipas,2011.0,,39.9,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Tamaulipas,2016.0,,46.6,porcentaje
Situación de la violencia,Situación general,Prevalencia de violencia contra las mujeres de 15 años y más a lo largo de su vida por alguna persona agresora distinta a la pareja,Tamaulipas,2021.0,,52.1,porcentaje
